,Course Name,Course Description,Course Subject,Course Number,Link
2128,Big Band II,Prerequisite: JPER 223; permission of the Department of Music upon successful audition. A continuation of JPER 223,JPER,323,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2129,Big Band III,Prerequisite: JPER 323; permission of the Department of Music upon successful audition. A continuation of JPER 323.,JPER,423,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2130,Eclectic Ensemble I,Prerequisite: JPER 324; permission of the Department of Music upon successful audition. A continuation of JPER 324.,JPER,224,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2131,Eclectic Ensemble II,Prerequisite: JPER 324; permission of the Department of Music upon successful audition. A continuation of JPER 324.,JPER,324,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2132,Eclectic Ensemble III,Prerequisite: JPER 324; permission of the Department of Music upon successful audition. A continuation of JPER 324.,JPER,424,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2133,Independent Study I,"Prerequisite: Second-year standing* or equivalent, and written permission of the Department of Music. A student-designed course of study, approved by an advisor, on an area of jazz performance practice. When appropriate, the study may include a performance.",JPER,471,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2134,Independent Study II,"Prerequisite: Second-year standing* or equivalent, and written permission of the Department of Music. A student-designed course of study, approved by an advisor, on an area of jazz performance practice. When appropriate, the study may include a performance.",JPER,472,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2135,Jazz Choir I,Prerequisite: JPER 325; permission of the Department of Music upon successful audition. A continuation of JPER 325,JPER,225,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2136,Jazz Choir II,Prerequisite: JPER 325; permission of the Department of Music upon successful audition. A continuation of JPER 325,JPER,325,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2137,Jazz Choir III,Prerequisite: JPER 325; permission of the Department of Music upon successful audition. A continuation of JPER 325,JPER,425,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2138,Jazz Improvisation I,Prerequisite: JAZZ 200; JAZZ 252 previously or concurrently. A performance-analysis course that examines the craft of jazz improvisation. A broad spectrum of jazz improvisational styles is examined. Participation in public performance is required.,JPER,330,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2139,Jazz Improvisation II,Prerequisite: JAZZ 200; JAZZ 252 previously or concurrently. A performance-analysis course that examines the craft of jazz improvisation. A broad spectrum of jazz improvisational styles is examined. Participation in public performance is required.,JPER,430,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2140,Jazz Private Study I,Prerequisite: Enrolment in the Specialization in Jazz Studies or written permission of the Department of Music. An introduction to the elements of jazz rhythmic and melodic construction.,JPER,251,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2141,Jazz Private Study II,Prerequisite: Enrolment in the Specialization in Jazz Studies or written permission of the Department of Music. An introduction to the basic and intermediate principles of jazz harmonic progressions and voice-leading.,JPER,252,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2142,Jazz Private Study III,"Prerequisite: JAZZ 252. A continuation of the study of harmonic progressions and voice-leading with reference to a variety of styles and time periods, studied through analysis and composition",JPER,351,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2143,Jazz Private Study IV,"Prerequisite: JAZZ 351. An introduction to analytical techniques relating to form, motivic development, and texture, with reference to a variety of styles and time periods.",JPER,352,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2144,Jazz Private Study V,Prerequisite: JPER 352; third-year standing in the Specialization in Jazz Studies*; written permission of the Department of Music. A continuation of JPER 352.,JPER,451,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2145,Jazz Private Study VI,Prerequisite: JPER 451 and written permission of the Department of Music. A continuation of JPER 451.,JPER,452,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2146,Jazz Vocal Repertoire I,Prerequisite: JPER 241. A continuation of JPER 241.,JPER,341,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2147,Jazz Vocal Repertoire II,Prerequisite: JPER 341. A continuation of JPER 341.,JPER,441,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2148,Special Topics in Jazz Performance,"Prerequisite: JAZZ 200 or exemption, and written permission of the Department of Music. An advanced seminar/workshop in an area of music which provides an opportunity for the study of specialized aspects of jazz outside the scope of existing courses",JPER,499,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
2149,Special Topics in Jazz Performance,"Prerequisite: JAZZ 200 or exemption, and written permission of the Department of Music. An advanced seminar/workshop in an area of music which provides an opportunity for the study of specialized aspects of jazz outside the scope of existing courses",JPER,399,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
