,Course Name,Course Description,Course Subject,Course Number,Link
5444,Modern Physics and Relativity,"Prerequisite: PHYS 205, 206 or equivalent. Relativity: Lorentz transformations (revision), space-time and four-tensors, Minkowski map of space-time, four-velocity and four-acceleration, four-momentum, equivalence of mass and energy, angular momentum, three- and four-force, formal structure of Maxwell’s theory, transformation of E and B, electromagnetic energy tensor. Atomic Physics: Introduction to the theory of blackbody radiation, the photoelectric effect, the Compton effect, De Broglie’s postulate, Bohr’s postulates, Bohr’s and Sommerfeld’s model, Schrödinger’s quantum mechanics, Schrödinger’s equation, Bohr’s interpretation of the wavefunctions, expectation values, time-independence, eigenfunctions and eigenvalues, energy quantization; solutions of the time-independent Schrödinger’s equation free particle, and simple one-dimensional potentials.",PHYS,367,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
5445,Nonlinear Dynamics/Chaos/Fractals,"Prerequisite: PHYS 232 or equivalent. One-dimensional flows and maps, bifurcations, two-dimensional flows and maps, phase plane and limit cycles. Lorenz equations, strange attractors, chaos and nonlinearity, deterministic chaos, period doubling, experimental manifestations. Fractals, fractal dimension, examples of chaos and of fractals. Applications in physics, biology, chemistry, and engineering.",PHYS,370,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
5446,Nonlinear Waves,"Prerequisite: PHYS 335. Linear stability analysis and limitations, modulated waves and nonlinear dispersion relations. Korteweg-de Vries, sine-Gordon, and nonlinear Schrödinger equations. Hydro-dynamic, transmission-line, mechanical, lattice, and optical solitons. Applications in optical fibres, Josephson junction arrays. Inverse scattering method, conservation laws.",PHYS,470,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
5447,Numerical Analysis in Physics,"Basic numerical analysis, symbolic and numerical computation and programming with a computer language and/or mathematics software program, curve fitting. Numerical solutions to linear and nonlinear ordinary and partial differential equations, difference equations. Gaussian elimination, LU decomposition, least-square approximation, linear systems of equations. Numerical differentiation and integration.",PHYS,236,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
5448,Object-Oriented Programming and Applications,"Prerequisite: MATH 203, 204. Introduction to problem solving with computers; programming. Basic elements of an object-oriented language; basic data types, objects, expressions, simple programs. Control structures; library functions, one- and two-dimensional arrays. Introduction to mathematics software (Maple and/or Mathematica) and to programming languages (C/C++ and/or Fortran 77). The material is illustrated with simple examples from physics.",PHYS,235,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
5449,Optical Spectroscopy with Biophysics Applications,"Prerequisite: PHYS 377. Beer-Lambert Law, absorption; fluorescence; pump-probe; photon echo, IR and Raman spectroscopies; linear and circular dichroism; single molecule spectroscopy; spectral hole burning and fluorescence line narrowing. Relevant concepts of quantum mechanics (time-dependent and time-independent Schrödinger equation, spatial wavefunctions, transitions between states and time-dependent perturbation theory, lifetimes and uncertainty principle). Atomic and molecular orbitals. Some concepts related to symmetry and group theory. Resonance energy transfer. Optical properties of molecular aggregates.",PHYS,463,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
5450,Optics,"Prerequisite: PHYS 206. Wave equation, phasors, EM waves, linear, circular and elliptical polarization, polariscope, Malus’ law, dichroism, polaroid, polarizing Prism, quarter and half wave plates, wave superposition, interference, Young’s double slit experiment, Michelson interferometer, reflectance and transmittance of thin films, interferometers, dispersion, elements of Fourier analysis, diffraction, single slit diffraction, double slit, Fraunhofer and Fresnel limits, diffraction grating, Fresnel diffraction, instruments, introduction to lasers.",PHYS,252,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
5451,Principles of Medical Imaging,"Prerequisite: Open to all in-program Science and Engineering students with a minimum of 45 university credits (not including Cegep-level science prerequisites), or permission of the instructor. This course introduces the physical principles associated with important medical imaging techniques used in medicine and in neuroscience research. The objective is to cover the whole imaging process in detail starting from the body entities to be imaged (e.g. structure, function, blood flow, neuronal activity), extending to the physical principles of data acquisition and finally the methods used for image data reconstruction. Imaging modalities presented may include X-Ray and Computer Tomography, Magnetic Resonance Imaging, nuclear medicine, ultrasound, electrophysiology and optical imaging techniques.",PHYS,445,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
5452,Quantitative Human Systems Physiology,"Prerequisite: Open to all in-program Science and Engineering students with a minimum of 45 university credits (not including Cegep-level science prerequisites), or permission of the instructor. This course addresses important concepts of quantitative systems physiology and the physical bases of physiological function in different organ systems. Students become familiar with the structure and functional principles of the main physiological systems, and how to quantify them. These include the nervous, cardiovascular, respiratory and muscular systems. Important biophysical principles and quantitative physiological methods are presented. These include biophysics of muscle contractions, fluid dynamics in the cardiovascular system, respiration gas exchange and neuronal communication, and how the biophysics of neuronal communications can be used to image brain activity",PHYS,443,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
5453,Quantum Mechanics I,"Prerequisite: PHYS 367. Schrödinger equation, probabilistic interpretation, normalization, expectation values, the uncertainty principle, stationary states, the free particle, infinite square well, the finite square well, the harmonic oscillator, the delta potential, the scattering matrix, vector spaces, postulates of quantum mechanics, operators and eigenvectors, compatible observables, the uncertainty relations, time-evolution of states, Ehrenfest’s equations, the variational principle, nondegenerate time-independent perturbation theory, degenerate perturbation theory, spherical coordinates and the hydrogen atom, angular momentum, spin, addition of angular momenta",PHYS,377,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-230.html#courses
